id,premis,hipotesis,label
139,"Seperti diberitakan Ace Showbiz , Joo Hyuk meninggal dunia pada Senin ( 30 / 10 ) dalam sebuah kecelakaan mobil yang tragis . Namun , saat ini , polisi masih mendalami penyebab pasti kematiannya . Dikabarkan itu karena Joo Hyuk mengonsumsi obat tertentu .",Ace Showbiz mewawancarai polisi .,neutral
140,"Seperti diberitakan Ace Showbiz , Joo Hyuk meninggal dunia pada Senin ( 30 / 10 ) dalam sebuah kecelakaan mobil yang tragis . Namun , saat ini , polisi masih mendalami penyebab pasti kematiannya . Dikabarkan itu karena Joo Hyuk mengonsumsi obat tertentu .",Jo Hyuk belum meninggal dunia .,contradiction
141,Adveksi adalah proses perpindahan awan dari satu titik ke titik lain dalam satu garis horizontal akibat arus angin atau perbedaan tekanan udara .,Adveksi disebabkan oleh arus angin atau perbedaan tekanan udara .,entailment
142,Adveksi adalah proses perpindahan awan dari satu titik ke titik lain dalam satu garis horizontal akibat arus angin atau perbedaan tekanan udara .,Perbedaan temperatur udara menyebabkan perpindahan awan dari satu titik ke titik lain .,neutral
143,Adveksi adalah proses perpindahan awan dari satu titik ke titik lain dalam satu garis horizontal akibat arus angin atau perbedaan tekanan udara .,Perbedaan tekanan udara tidak dapat menyebabkan perpindahan awan dari satu titik ke titik lain .,contradiction
144,Berikut beberapa rekomendasi restoran di Jakarta yang menyediakan paket menarik di hari Valentine .,Paket tersebut hanya berlaku di hari Valentine.,Entailment
145,Berikut beberapa rekomendasi restoran di Jakarta yang menyediakan paket menarik di hari Valentine .,Paket menarik yang disediakan termasuk diskon hingga 50%.,Neutral
146,Berikut beberapa rekomendasi restoran di Jakarta yang menyediakan paket menarik di hari Valentine .,Restoran menyediakan paket reguler saja di hari Valentine.,Contradiction
147,"Rajeg Mulya adalah desa yang berada di kecamatan Rajeg , Kabupaten Tangerang , Banten , Indonesia .",Terdapat desa bernama Rajeg Mulya di Banten .,entailment
148,"Rajeg Mulya adalah desa yang berada di kecamatan Rajeg , Kabupaten Tangerang , Banten , Indonesia .",Desa Rajeg Mulya terletak di selatan kecamatan Rajeg .,neutral
149,"Rajeg Mulya adalah desa yang berada di kecamatan Rajeg , Kabupaten Tangerang , Banten , Indonesia .",Rajeg Mulya adalah sebuah kecamatan di Kabupaten Tangerang .,contradiction
150,Candi Dieng sendiri merupakan sebuah daerah yang berisikan sekumpulan candi peninggalan umat Hindu dengan nilai sejarah yang tinggi.,Sekumpulan candi peninggalan umat Hindu membentuk Candi Dieng .,entailment
151,Candi Dieng sendiri merupakan sebuah daerah yang berisikan sekumpulan candi peninggalan umat Hindu dengan nilai sejarah yang tinggi.,Candi Dieng merupakan peninggalan umat Hindu .,neutral
152,Candi Dieng sendiri merupakan sebuah daerah yang berisikan sekumpulan candi peninggalan umat Hindu dengan nilai sejarah yang tinggi.,Tidak ada candi peninggalan umat Hindu dengan nilai sejarah yang tinggi .,contradiction
153,Ia juga menyatakan bahwa Rogers baru-baru ini memperkenalkan alat aplikasi baru yang membantu pelanggan memantau penggunaan paket data mereka .,Terdapat aplikasi yang dapat membantu pelanggan memantau penggunaan paket data,entailment
154,Ia juga menyatakan bahwa Rogers baru-baru ini memperkenalkan alat aplikasi baru yang membantu pelanggan memantau penggunaan paket data mereka .,Aplikasi yang dikenalkan Rogers menghabiskan banyak paket data,neutral
155,Ia juga menyatakan bahwa Rogers baru-baru ini memperkenalkan alat aplikasi baru yang membantu pelanggan memantau penggunaan paket data mereka .,Aplikasi baru yang dikenalkan Rogers bukan dibuat untuk pengguna,contradiction
156,Gunung Kachi-Kachi adalah cerita rakyat Jepang tentang kelinci yang menghukum tanuki karena perbuatannya membunuh nenek teman kelinci .,Gunung Kachi-Kachi adalah cerita yang bersejarah.,Entailment
157,Gunung Kachi-Kachi adalah cerita rakyat Jepang tentang kelinci yang menghukum tanuki karena perbuatannya membunuh nenek teman kelinci .,Cerita rakyat Jepang berjudul Gunung Kachi-Kachi berumur 100 tahun lebih.,Neutral
158,Gunung Kachi-Kachi adalah cerita rakyat Jepang tentang kelinci yang menghukum tanuki karena perbuatannya membunuh nenek teman kelinci .,Gunung Kachi-Kachi adalah cerita dari Negara Indonesia.,Contradiction
159,Mulai 1 Januari akan ada kenaikan harga bensin dan solar .,Bensin akan mengalami peningkatan harga mulai 1 Januari .,entailment
160,Mulai 1 Januari akan ada kenaikan harga bensin dan solar .,Harga bensin akan naik seribu rupiah mulai tanggal 1 Januari .,neutral
161,Mulai 1 Januari akan ada kenaikan harga bensin dan solar .,Harga solar tidak akan dinaikkan pada tanggal 1 Januari .,contradiction
162,Nama aslinya adalah Whitney Aycock yang dikenal melejitkan beragam menu pizza yang unik di restoran pizza Whit End .,Whitney Aycock menciptakan berbagai pizza unik.,Entailment
163,Nama aslinya adalah Whitney Aycock yang dikenal melejitkan beragam menu pizza yang unik di restoran pizza Whit End .,Restoran Whit End sudah membuka cabang hingga Eropa.,Neutral
164,Nama aslinya adalah Whitney Aycock yang dikenal melejitkan beragam menu pizza yang unik di restoran pizza Whit End .,Whit End hanya menyediakan menu pizza tradisional.,Contradiction
165,"Cibodas Baru adalah sebuah kelurahan di wilayah Kecamatan Cibodas , Kota Tangerang , Provinsi Banten , Indonesia .","Kelurahan Cibodas Baru berada di wilayah Kecamatan Cibodas, Kota Tangerang, Provinsi Banten, Indonesia.",entailment
166,"Cibodas Baru adalah sebuah kelurahan di wilayah Kecamatan Cibodas , Kota Tangerang , Provinsi Banten , Indonesia .",Kelurahan di Kecamatan Cibodas bernama Cibodas Baru.,neutral
167,"Cibodas Baru adalah sebuah kelurahan di wilayah Kecamatan Cibodas , Kota Tangerang , Provinsi Banten , Indonesia .",Kecamatan Cibodas tidak memiliki kelurahan bernama Cibodas Baru.,contradiction
168,"Sampai tanggal 29 Januari 2011 ketika Hosni Mubarak menunjuk Omar Suleiman sebagai Wakil Presiden Mesir , Ahmad Fathi Sorour adalah orang pertama yang berada dalam urutan suksesi untuk menjadi Presiden Mesir jika Mubarak meninggal atau menjadi tidak mampu menjalankan tugas nya .",Omar Suleiman bukan Wakil Presiden Mesir sebelum 29 Januari 2011 .,entailment
169,"Sampai tanggal 29 Januari 2011 ketika Hosni Mubarak menunjuk Omar Suleiman sebagai Wakil Presiden Mesir , Ahmad Fathi Sorour adalah orang pertama yang berada dalam urutan suksesi untuk menjadi Presiden Mesir jika Mubarak meninggal atau menjadi tidak mampu menjalankan tugas nya .",Ahmad Fathi Sorour ditunjuk sebagai Presiden Mesir .,neutral
170,"Sampai tanggal 29 Januari 2011 ketika Hosni Mubarak menunjuk Omar Suleiman sebagai Wakil Presiden Mesir , Ahmad Fathi Sorour adalah orang pertama yang berada dalam urutan suksesi untuk menjadi Presiden Mesir jika Mubarak meninggal atau menjadi tidak mampu menjalankan tugas nya .",Hosni Mubarak telah meninggal pada tanggal 29 Januari 2011 .,contradiction
171,"Sang pemain keyboard , Jordan Rudess , tanpa disangka memainkan salah satu lagu daerah .",Jordan Rudess merupakan pemain keyboard.,entailment
172,"Sang pemain keyboard , Jordan Rudess , tanpa disangka memainkan salah satu lagu daerah .",Jordan Rudess juga merupakan seorang gitaris.,neutral
173,"Sang pemain keyboard , Jordan Rudess , tanpa disangka memainkan salah satu lagu daerah .",Jordan Rudess bukan pemain keyboard.,contradiction
174,Ayah Joong Ki juga membocorkan bahwa dia sudah mengenal calon menantunya sejak pasangan itu bermain bersama dalam Descendants of the Sun .,Joong Ki bermain bersama pasangannya dalam Descendants of the Sun.,entailment
175,Ayah Joong Ki juga membocorkan bahwa dia sudah mengenal calon menantunya sejak pasangan itu bermain bersama dalam Descendants of the Sun .,Ayah Joong Ki tidak suka dengan calon menantunya.,neutral
176,Ayah Joong Ki juga membocorkan bahwa dia sudah mengenal calon menantunya sejak pasangan itu bermain bersama dalam Descendants of the Sun .,Joong Ki tidak pernah bermain bersama pasangannya.,contradiction
177,"Kang Emil tidak memungkiri pernah berjanji mengizinkan Jakmania datang ke Bandung . Lebih lanjut , wali kota 45 tahun itu mengatakan ketika Bobotoh diperbolehkan ke Jakarta , rekomendasi keamanan sudah diberikan oleh kepolisian setempat .",Kepolisian setempat sudah memberikan rekomendasi keamanan.,entailment
178,"Kang Emil tidak memungkiri pernah berjanji mengizinkan Jakmania datang ke Bandung . Lebih lanjut , wali kota 45 tahun itu mengatakan ketika Bobotoh diperbolehkan ke Jakarta , rekomendasi keamanan sudah diberikan oleh kepolisian setempat .",Bobotoh dan Jakmania tidak menimbulkan masalah keamanan.,neutral
179,"Kang Emil tidak memungkiri pernah berjanji mengizinkan Jakmania datang ke Bandung . Lebih lanjut , wali kota 45 tahun itu mengatakan ketika Bobotoh diperbolehkan ke Jakarta , rekomendasi keamanan sudah diberikan oleh kepolisian setempat .",Bobotoh dilarang pergi ke Jakarta.,contradiction
180,Lee Byung - chull menggunakan warisannya untuk membuka penggilingan padi sebagai usahanya yang pertama .,Lee Byung - Chull mendapatkan warisan.,entailment
181,Lee Byung - chull menggunakan warisannya untuk membuka penggilingan padi sebagai usahanya yang pertama .,Warisan yang didapatkan Lee Byung - Chull hanya berjumlah sedikit.,neutral
182,Lee Byung - chull menggunakan warisannya untuk membuka penggilingan padi sebagai usahanya yang pertama .,Lee Byung - Chull tidak mendapatkan warisan.,contradiction
183,"Semakin tinggi panas matahari , jumlah air yang menjadi uap air dan naik ke atmosfer bumi juga akan semakin besar .",Uap air naik ke atmosfer bumi .,entailment
184,"Semakin tinggi panas matahari , jumlah air yang menjadi uap air dan naik ke atmosfer bumi juga akan semakin besar .",Panas matahari sedang tinggi sekarang .,neutral
185,"Semakin tinggi panas matahari , jumlah air yang menjadi uap air dan naik ke atmosfer bumi juga akan semakin besar .","Semakin tinggi panas matahari, semakin sedikit jumlah air yang menjadi uap ari darn naik ke atmosfer .",contradiction
186,Film ini akan menampilkan adegan laga inovatif karya koreografer laga papan atas .,Ada adegan laga inovatif di film tersebut.,Entailment
187,Film ini akan menampilkan adegan laga inovatif karya koreografer laga papan atas .,Film laga tersebut juga mengandung adegan romantis.,Neutral
188,Film ini akan menampilkan adegan laga inovatif karya koreografer laga papan atas .,Koreografer yang mendireksi adegan belum memiliki pengalaman.,Contradiction
189,Evidence Summit merupakan tindak lanjut dari kajian bersama antara Akademi Ilmu Pengetahuan Indonesia ( AIPI ) dan US National Academy of Science ( NAS ) pada tahun 2013 .,Kajian bersama antara AIPI dan NAS dilanjutkan dengan Evidence Summit.,entailment
190,Evidence Summit merupakan tindak lanjut dari kajian bersama antara Akademi Ilmu Pengetahuan Indonesia ( AIPI ) dan US National Academy of Science ( NAS ) pada tahun 2013 .,Evidence Summit dilaksanakan oleh AIPI dengan dukungan USAID.,neutral
191,Evidence Summit merupakan tindak lanjut dari kajian bersama antara Akademi Ilmu Pengetahuan Indonesia ( AIPI ) dan US National Academy of Science ( NAS ) pada tahun 2013 .,Kajian bersama antara AIPI dan NAS tidak memiliki tindak lanjut.,contradiction
192,Tentara Italia menjadi militer pertama di dunia yang menggunakan kapal udara dalam perang ketika 2 balon berkemudi menjatuhkan bom di atas perkemahan tentara Turki Ottoman di Janzur dari ketinggian 6000 kaki .,Dua balon berkemudi menjatuhkan bom di atas perkemahan tentara Turki Ottoman di Janzur dari ketinggian 6000 kaki .,entailment
193,Tentara Italia menjadi militer pertama di dunia yang menggunakan kapal udara dalam perang ketika 2 balon berkemudi menjatuhkan bom di atas perkemahan tentara Turki Ottoman di Janzur dari ketinggian 6000 kaki .,Perkemahan tentara Turki Ottoman di Janzur lenyap setelah kejatuhan bom dari dua balon berkemudi itu .,neutral
194,Tentara Italia menjadi militer pertama di dunia yang menggunakan kapal udara dalam perang ketika 2 balon berkemudi menjatuhkan bom di atas perkemahan tentara Turki Ottoman di Janzur dari ketinggian 6000 kaki .,Tentara Italia menjadi militer pertama di dunia yang menggunakan kapal udara dalam perang ketika 3 balon berkemudi menjatuhkan bom di atas perkemahan tentara Turki Ottoman di Janzur dari ketinggian 8000 kaki .,contradiction
195,"Kawasan Asia Tenggara sendiri memiliki bentang air tawar berupa sungai , danau , dan rawa . Sungai-sungai besar memiliki peran yang cukup penting , terutama bagi penduduk .",Kawasan Asia Tenggara memiliki danau dan rawa,entailment
196,"Kawasan Asia Tenggara sendiri memiliki bentang air tawar berupa sungai , danau , dan rawa . Sungai-sungai besar memiliki peran yang cukup penting , terutama bagi penduduk .",Danau memiliki peran yang cukup penting,neutral
197,Dewan Riset Nasional yang dikelola pemerintah mengatakan 57 dari 107 provinsi Italia telah mencapai puncak penyebaran virus .,57 provinsi Italia telah mencapai puncak penyebaran virus.,entailments
198,Dewan Riset Nasional yang dikelola pemerintah mengatakan 57 dari 107 provinsi Italia telah mencapai puncak penyebaran virus .,Dewan Riset Nasional mengeluarkan dana tambahan untuk memperbaiki perekonomian Itali.,neutral
199,Dewan Riset Nasional yang dikelola pemerintah mengatakan 57 dari 107 provinsi Italia telah mencapai puncak penyebaran virus .,Itali tidak terkena virus.,contradiction
200,""" Dan hasilnya , bendera Merah Putih bisa berkibar di Sulawesi Utara , seluruh tahanan pro Proklamasi Kemerdekaan RI 17 Agustus 1945 berhasil dibebaskan , dan kami menahan serta mengasingkan para pejabat NICA ke Ternate , "" ujar Ben Wowor saksi hidup yang kini berusia 98 tahun itu kepada Okezone .",Ben Wowor kini berusia 98 tahun .,entailment
201,""" Dan hasilnya , bendera Merah Putih bisa berkibar di Sulawesi Utara , seluruh tahanan pro Proklamasi Kemerdekaan RI 17 Agustus 1945 berhasil dibebaskan , dan kami menahan serta mengasingkan para pejabat NICA ke Ternate , "" ujar Ben Wowor saksi hidup yang kini berusia 98 tahun itu kepada Okezone .",Pejabat NICA menahan pasukan pro Proklamasi Kemerdekaan RI 17 Agustus 1945 .,neutral
202,""" Dan hasilnya , bendera Merah Putih bisa berkibar di Sulawesi Utara , seluruh tahanan pro Proklamasi Kemerdekaan RI 17 Agustus 1945 berhasil dibebaskan , dan kami menahan serta mengasingkan para pejabat NICA ke Ternate , "" ujar Ben Wowor saksi hidup yang kini berusia 98 tahun itu kepada Okezone .",Tahanan pro Proklamasi Kemerdekaan RI 17 Agustus diasingkan ke Ternate .,contradiction
203,Dalam masa jabatannya yang pertama ini suami Ibu Tien tidak didampingi oleh wakil presiden sebagaimana diatur menurut konstitusi .,Suami Ibu Tien melanggar konstitusi.,Entailment
204,Dalam masa jabatannya yang pertama ini suami Ibu Tien tidak didampingi oleh wakil presiden sebagaimana diatur menurut konstitusi .,Suami Ibu Tien memimpin negara NLP.,Neutral
205,Dalam masa jabatannya yang pertama ini suami Ibu Tien tidak didampingi oleh wakil presiden sebagaimana diatur menurut konstitusi .,Suami Ibu Tien didampingi oleh wakil presiden.,Contradiction
206,"Hingga pertengahan tahun 1960 - an , kimono masih banyak dipakai wanita Jepang sebagai pakaian sehari - hari .",kimono banyak dipakai wanita Jepang pada tahun 1950,entailment
207,"Hingga pertengahan tahun 1960 - an , kimono masih banyak dipakai wanita Jepang sebagai pakaian sehari - hari .",Saat ini pakaian sehari-hari wanita Jepang adalah kaos,neutral
208,"Hingga pertengahan tahun 1960 - an , kimono masih banyak dipakai wanita Jepang sebagai pakaian sehari - hari .",Wanita Jepang tidak pernah menggunakan kimono sebagai pakaian sehari-hari,contradiction
209,"Seorang pasien usia 72 tahun berinisial SHS dari Klaten , Jawa Tengah , dikonfirmasi terinfeksi virus Corona dan menjalani perawatan di RSST Soeradji Tirtonegoro .",RSST Soeradji Tirtonegoro merawat seorang pasien berusia 72 tahun yang positif terjangkit virus Corona.,entailment
210,"Seorang pasien usia 72 tahun berinisial SHS dari Klaten , Jawa Tengah , dikonfirmasi terinfeksi virus Corona dan menjalani perawatan di RSST Soeradji Tirtonegoro .",Pasien berusia 72 tahun yang berinisial SHS adalah seorang wanita.,neutral
211,"Seorang pasien usia 72 tahun berinisial SHS dari Klaten , Jawa Tengah , dikonfirmasi terinfeksi virus Corona dan menjalani perawatan di RSST Soeradji Tirtonegoro .","Tidak ada kasus Corona di Klaten, Jawa Tengah.",contradiction
